Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
5560696597673267072,83.869,110.91514162845935,-41.56865970030127,0.897,10.043,8.929,1042.032,8.739,0.062,345.553,220.593,79.989,9.494,1064.839,26.216,0.143,200.738,68.572,263.613,83.806,83.872,83.942,1051.169,1064.938,1078.774,9.169,9.644,10.133,0.059,0.132,0.211,21.811,29.615,36.099
1877709712688345600,65.775,340.8021171998052,26.341385478765247,0.531,12.517,3.457,1111.66,142.72,0.104,92.382,196.448,137.375,3.072,1118.062,154.166,0.281,188.654,13.174,1008.807,65.753,65.799,65.845,1096.101,1121.194,1147.217,2.891,3.193,3.549,0.141,0.282,0.431,136.953,145.823,155.362
5857956339484840832,31.358,200.67534956763808,-65.94143467970085,0.438,11.721,4.832,224.197,94.012,0.196,324.968,7.501,21.539,4.504,224.361,93.606,0.27,340.36,7.455,31.19,31.343,31.352,31.362,223.458,224.486,225.53,4.216,4.529,4.875,0.109,0.248,0.395,89.885,93.529,97.188
991550379182588928,233.409,103.20004901719496,51.20430356261707,0.697,14.247,12.878,1276.811,51.291,0.053,331.462,58.264,107.239,12.38,1310.295,58.82,0.378,21.329,58.06,276.871,231.958,232.822,233.666,1268.726,1375.272,1699.765,11.605,13.386,15.865,0.193,0.405,0.624,52.381,62.096,70.351
1716036041175029888,164.152,197.2995919310713,76.48881159809098,0.906,11.439,9.424,716.836,80.31,0.221,357.52,347.689,99.267,11.338,706.901,77.505,0.544,133.77,178.795,42.583,163.652,163.96,164.265,691.534,710.982,742.488,10.497,19.085,145.596,0.429,0.957,0.999,68.094,82.335,89.456
6538097189918452224,101.896,355.71772699140354,-37.360886755495194,0.704,12.166,5.393,287.129,131.968,0.25,199.809,354.873,33.268,6.603,295.485,124.802,0.248,75.929,147.407,86.638,101.786,101.944,102.09,289.499,294.755,300.22,6.719,12.483,54.788,0.334,0.906,0.997,96.968,113.117,131.329
4805654098796063616,134.606,82.09100791131621,-43.57894443084028,0.65,13.069,9.95,1948.94,112.815,0.091,308.949,57.108,247.07,9.442,1775.878,119.652,0.042,55.864,52.901,752.351,134.302,134.461,134.614,1725.872,1886.633,2175.712,9.17,10.115,11.808,0.021,0.069,0.148,112.272,116.888,121.732
1869060095246159360,234.526,312.4356874315493,33.6294067020173,1.061,11.201,12.597,1149.512,68.381,0.235,257.694,13.042,93.392,10.676,1289.036,65.719,0.251,272.796,179.826,777.556,232.556,233.148,233.712,1239.458,1296.579,1365.468,9.105,10.706,12.751,0.065,0.22,0.495,57.918,65.984,72.813
662520699937832960,126.971,126.86556989872284,19.057635531915523,0.349,15.61,7.061,1049.228,64.28,0.025,198.794,348.855,49.094,8.185,1062.497,85.826,0.032,67.31,9.269,746.931,125.931,126.51,127.103,1017.217,1060.51,1101.148,7.549,8.66,9.98,0.067,0.214,0.485,75.871,86.104,95.656
1858708880467356800,77.181,312.6321527865631,30.394685887347954,0.368,14.336,12.858,2331.975,147.377,0.531,14.741,70.544,239.883,12.875,2733.373,154.218,0.594,351.132,52.161,215.852,76.943,77.029,77.114,2592.299,2844.221,3167.798,12.732,12.937,13.165,0.567,0.61,0.654,150.34,153.803,157.567
976713775435678848,111.996,110.06588028720775,49.41539221545453,0.733,12.013,9.27,845.427,74.622,0.311,168.135,346.099,71.282,10.245,835.523,76.099,0.491,329.582,173.328,31.07,111.739,111.899,112.059,821.629,834.545,847.394,9.999,15.819,44.577,0.433,0.909,0.994,68.35,76.617,83.141
6600506088385897856,88.653,337.5112992662597,-33.50591011820677,0.33,15.021,11.715,982.427,104.142,0.264,343.235,280.953,126.711,10.656,977.913,106.021,0.4,180.691,108.742,152.449,88.385,88.572,88.765,965.144,978.87,993.094,10.097,10.75,11.44,0.282,0.396,0.516,101.892,105.724,109.84
732704794879811840,47.915,166.44193110401574,29.724451088008493,0.29,14.117,5.263,335.015,84.262,0.01,71.916,140.202,14.476,6.11,332.512,87.278,0.256,125.624,135.628,64.051,47.771,47.848,47.924,329.323,332.524,335.364,5.305,6.02,6.807,0.088,0.225,0.386,83.436,87.466,91.233
2259440427362503296,71.478,278.8949306528152,69.21997022983956,0.499,12.977,12.171,839.554,90.908,0.37,41.261,281.197,10.338,12.357,828.695,92.013,0.29,222.265,101.598,13.083,71.362,71.427,71.493,822.551,828.807,835.2,11.87,12.354,12.865,0.192,0.271,0.347,89.741,92.174,94.616
537767121355864448,29.484,7.735328976494297,73.37140864243872,0.62,10.025,2.478,619.242,116.169,0.074,8.886,58.626,8.566,2.795,630.202,110.768,0.154,7.082,55.805,13.55,29.47,29.479,29.489,621.587,629.886,638.335,2.595,2.801,3.012,0.052,0.161,0.293,105.509,110.603,115.997
5176991061331532928,118.908,38.92874118465599,-8.786817244344732,1.009,9.714,7.524,1307.426,163.175,0.086,108.265,314.07,17.49,8.272,1323.169,153.927,0.213,329.854,112.866,235.673,118.495,118.756,119.023,1276.791,1334.378,1404.911,7.966,8.812,9.79,0.061,0.19,0.363,132.375,141.759,152.315
4960168914523401600,154.743,25.426693777577032,-41.30292964136991,0.403,15.508,9.847,949.441,53.432,0.024,114.206,335.538,88.124,11.108,929.946,66.191,0.063,145.633,162.007,632.473,154.292,154.801,155.295,910.084,931.841,954.187,10.215,11.327,12.563,0.048,0.155,0.35,61.399,66.7,71.3
4962128175524928000,492.2,25.868582065653257,-39.25287391577831,0.981,13.46,8.664,990.097,27.02,0.091,262.413,142.407,81.885,11.452,994.595,46.932,0.465,59.037,3.866,141.188,489.815,492.305,494.861,916.465,980.353,1045.876,12.533,26.656,140.342,0.426,0.932,0.997,52.076,74.946,87.115
6421225838397556352,182.866,286.8800531071602,-69.4977393483382,0.475,15.223,6.845,962.483,28.064,0.073,262.126,234.99,79.362,8.944,891.264,51.636,0.465,84.926,28.43,15.95,183.386,183.996,184.661,857.722,889.642,923.999,9.177,14.754,40.867,0.471,0.852,0.982,52.371,66.806,80.24
2801524330148325504,174.602,10.64663355008966,20.27602408886959,0.996,10.382,10.799,1278.885,147.214,0.151,140.626,182.946,182.868,11.741,1333.446,140.776,0.403,127.073,52.481,620.675,173.731,174.141,174.569,1295.21,1336.896,1379.876,10.61,12.045,13.741,0.085,0.254,0.508,128.699,136.429,146.274
3864396657072997248,218.767,162.4104246842205,5.708126697347506,0.712,13.416,7.757,1089.57,36.373,0.509,287.55,8.347,127.401,7.954,1077.022,42.104,0.629,170.059,151.812,209.436,218.422,219.19,219.931,989.841,1060.181,1129.533,8.605,16.831,70.43,0.56,0.944,0.997,46.879,67.072,83.587
3060160113893483392,121.537,109.30360644423908,-2.74467462462979,1.225,8.882,7.912,1339.685,124.405,0.19,199.96,99.343,70.935,12.1,1201.717,118.785,0.733,259.972,112.876,258.789,121.27,121.499,121.721,1170.185,1215.194,1318.937,9.845,21.376,77.849,0.62,0.932,0.995,95.473,107.78,123.68
5179463175787634688,153.25,44.61034635490634,-8.496789125492596,0.738,12.713,7.372,1553.529,153.813,0.237,318.694,271.364,18.975,8.026,1463.52,149.41,0.003,158.246,97.939,38.416,153.037,153.38,153.72,1428.396,1511.716,1792.098,7.464,8.329,9.399,0.04,0.135,0.373,131.137,141.543,152.179
6270652084658332544,124.242,211.75587009062792,-26.597096678476323,0.636,13.009,7.121,647.309,131.601,0.555,134.599,101.497,24.623,11.352,663.94,114.342,0.781,104.935,88.586,0.041,123.661,123.982,124.299,631.163,656.181,683.497,12.168,44.511,184.618,0.841,0.989,0.999,92.137,97.751,114.39
4068785698283127040,99.267,266.89629333689817,-23.173646468793862,0.777,11.358,7.39,1274.551,58.154,0.487,325.059,348.877,73.356,7.152,1209.594,47.176,0.526,121.271,178.859,14.752,98.996,99.131,99.268,1161.787,1235.106,1318.427,6.943,8.192,14.867,0.459,0.655,0.922,43.238,53.709,63.883
5053103897910587008,153.489,51.03756421601875,-34.76252731305629,0.911,10.354,10.62,1959.71,155.419,0.032,240.504,54.76,71.754,10.779,1690.811,141.011,0.197,4.768,22.034,794.703,153.201,153.438,153.667,1689.326,1768.951,1871.322,10.147,10.682,11.253,0.035,0.109,0.213,136.126,143.569,152.32
2756768468820902144,167.199,355.8369498437372,6.086736578790454,0.592,14.028,5.205,1189.737,95.402,0.081,8.102,355.919,133.634,6.691,1131.105,94.875,0.172,219.828,159.537,224.793,165.743,166.15,166.552,1087.711,1133.454,1182.261,6.041,6.99,8.185,0.082,0.258,0.578,85.228,95.244,105.617
1663910222126646144,301.915,199.81873513391136,62.15645815953481,1.06,11.804,4.327,1900.806,47.672,0.412,11.067,229.056,194.346,8.541,1380.924,19.839,0.713,274.566,77.791,522.669,300.43,301.321,302.151,1348.385,1440.947,1579.06,8.629,19.496,114.19,0.463,0.951,0.998,45.678,69.611,85.778
6153746270316958592,135.053,191.2730898461098,-37.224778619678766,0.639,13.17,7.247,989.764,124.071,0.497,113.702,2.113,1.832,7.633,990.956,120.329,0.628,108.036,11.616,965.902,134.557,134.795,135.042,968.878,991.211,1015.303,6.438,8.198,14.684,0.381,0.686,0.933,106.453,115.724,124.439
4920348039339109760,106.24,10.220864746930417,-56.166032179543315,0.455,14.223,7.776,2011.907,62.399,0.365,154.974,135.055,163.728,7.94,1749.41,63.886,0.437,179.552,124.88,219.387,106.423,106.553,106.678,1696.023,1832.274,2125.427,7.653,8.042,8.464,0.378,0.472,0.575,61.09,64.527,67.787
3122647318200697984,260.784,91.01548986884967,0.8220822354053344,0.971,12.323,11.682,1296.147,63.772,0.417,176.629,114.44,170.897,12.951,1218.271,69.344,0.097,144.787,112.303,18.634,260.281,261.117,261.945,1163.302,1246.157,1345.9,11.815,13.351,15.066,0.056,0.194,0.407,62.827,71.383,78.526
749676822006222464,97.353,156.83769741563518,34.39094714102108,1.003,9.805,11.0,1134.968,96.658,0.425,36.02,96.313,49.628,12.712,1105.494,95.196,0.574,9.442,91.68,1090.697,96.996,97.156,97.324,1066.981,1100.018,1137.283,14.774,22.807,82.587,0.78,0.991,1.0,92.259,97.907,109.256
491391610684052864,205.038,49.71311886370414,65.5345508587753,0.669,13.825,7.914,435.155,117.052,0.018,204.846,90.661,62.101,11.517,452.262,122.721,0.669,140.767,116.957,425.372,205.202,205.673,206.143,445.822,451.779,456.921,9.382,12.136,27.557,0.187,0.689,0.971,105.885,116.939,129.489
2008413057939006080,25.964,338.71081657801057,58.80190033158415,0.732,8.819,6.478,2426.62,126.555,0.099,247.787,278.792,219.635,6.253,2053.773,123.83,0.075,134.973,92.785,606.947,25.952,25.959,25.967,2013.988,2111.375,2242.442,6.162,6.283,6.428,0.044,0.082,0.121,122.159,124.332,126.607
489512614029752576,124.741,63.00366800175963,66.15007100242318,0.713,12.248,5.846,658.132,38.182,0.337,143.183,344.686,78.778,6.375,669.923,56.81,0.517,98.043,13.971,58.193,124.197,124.347,124.497,652.574,666.362,680.842,5.408,6.356,8.6,0.303,0.533,0.805,44.852,56.836,66.446
5358694050858288384,253.767,153.49039604345072,-50.12445759955562,0.748,13.631,10.559,1326.364,57.119,0.226,213.246,133.118,74.821,10.205,1295.729,56.822,0.242,142.354,146.102,1140.848,253.541,254.166,254.779,1261.673,1314.946,1399.412,9.218,10.677,12.993,0.141,0.367,0.715,46.336,56.838,64.903
1908918559970809344,126.407,335.48917267372633,39.55793046710977,0.405,15.058,6.69,1113.772,124.789,0.295,100.819,344.675,144.51,5.947,1116.35,128.512,0.213,322.681,170.296,237.178,126.076,126.34,126.612,1087.654,1117.306,1149.757,5.39,6.033,6.728,0.077,0.21,0.38,121.017,127.081,134.54
5359896813488395520,146.077,165.4908225853239,-51.98893964606203,0.523,14.322,7.252,1682.65,123.214,0.285,358.461,41.597,8.5,8.094,1561.551,117.446,0.213,350.819,36.634,1549.632,145.927,146.199,146.467,1540.096,1680.87,2064.116,7.563,8.251,9.268,0.141,0.376,0.762,113.456,118.993,125.889
1992237004206168704,47.458,348.0945814810094,52.092430855935504,0.844,9.187,12.301,993.763,142.918,0.058,207.803,57.389,22.884,12.242,990.769,140.37,0.104,202.271,60.92,986.664,47.399,47.422,47.445,986.204,990.672,995.112,12.025,12.249,12.472,0.068,0.1,0.13,138.088,140.331,142.843
2983875859714131712,40.804,81.94702117844466,-15.568060442250447,0.264,14.073,12.074,2455.934,61.795,0.086,148.687,330.892,51.518,11.685,2400.173,60.92,0.101,334.67,149.111,69.466,40.811,40.831,40.853,2311.026,2398.72,2511.745,11.533,11.693,11.873,0.069,0.1,0.136,60.215,60.898,61.578
3569020864091293568,134.014,180.08001437396092,-15.080491911436262,0.718,12.491,4.877,1117.983,126.595,0.186,224.983,289.269,139.857,6.33,1163.353,129.44,0.563,280.86,84.1,974.866,133.844,134.104,134.371,1109.102,1167.535,1240.919,5.57,12.382,49.668,0.384,0.932,0.996,96.543,112.27,131.669
6158628376821397248,57.655,187.9162156664593,-33.36416423830122,0.665,11.106,4.213,934.803,145.41,0.463,150.251,279.709,10.273,5.423,936.024,146.494,0.793,307.325,75.22,21.88,57.7,57.743,57.786,926.947,939.668,953.815,4.734,5.809,10.902,0.615,0.815,0.956,119.337,136.411,148.801
5089170902958700288,139.1,61.441533013594764,-23.736107098760176,0.933,10.881,3.72,726.372,146.916,0.091,314.017,16.002,114.619,5.457,746.209,125.73,0.395,260.484,30.906,699.06,138.965,139.228,139.484,706.383,738.321,774.286,5.17,7.098,19.599,0.192,0.653,0.974,100.851,115.815,131.962
2023112497641814528,28.302,291.35645874334966,24.909971274770594,1.139,6.065,2.656,889.352,102.264,0.051,175.988,276.624,89.509,2.587,875.377,102.693,0.182,320.179,96.626,2.332,28.287,28.295,28.304,863.327,877.418,891.598,2.45,2.618,2.791,0.046,0.155,0.322,98.211,102.728,107.386
423895546796183296,210.236,12.639854906258943,57.18806674536466,0.763,12.93,11.229,1172.717,34.285,0.312,120.26,41.473,79.627,11.972,1159.643,29.01,0.321,133.131,28.687,95.964,210.269,210.661,211.058,1140.282,1165.333,1194.048,11.346,12.172,13.102,0.234,0.325,0.422,24.222,32.839,40.346
363396877972883072,141.153,15.039291002904491,35.3432075633741,0.371,15.617,11.092,1436.751,85.789,0.374,151.984,244.3,173.859,10.736,1321.077,88.012,0.245,57.127,70.584,479.344,140.53,141.081,141.64,1274.796,1367.83,1603.23,10.079,11.246,12.84,0.081,0.241,0.464,83.775,87.985,91.694
4573651991375373312,147.652,259.4353199139262,25.979866749686618,0.304,16.409,8.121,1281.355,92.665,0.024,275.13,130.295,68.137,8.725,1286.845,93.387,0.241,54.512,124.792,599.575,147.463,148.183,148.903,1244.651,1302.057,1418.437,7.976,9.182,10.826,0.073,0.247,0.548,87.293,94.172,101.091
829638049226557696,104.21,159.79177308373508,45.50931176863246,1.006,10.131,4.615,810.968,67.208,0.303,167.618,103.402,5.493,5.435,824.066,39.301,0.197,181.182,77.221,2.33,104.105,104.234,104.364,802.309,827.427,853.694,5.261,6.029,7.115,0.074,0.251,0.562,35.668,48.228,59.622
6444992606864219520,304.558,290.6094177054093,-61.86515466247273,0.843,13.261,11.934,1373.962,68.123,0.376,36.857,222.199,183.911,12.224,1394.654,66.876,0.367,317.748,45.516,570.274,303.455,304.62,305.844,1347.451,1392.799,1435.146,11.41,13.361,18.511,0.21,0.447,0.844,60.086,69.163,76.94
5434724073010195840,249.016,147.59125459349613,-36.988731446410426,0.859,12.696,10.394,1110.03,30.056,0.155,176.803,317.619,130.192,12.871,1093.772,45.894,0.269,312.369,143.838,1079.009,247.755,248.315,248.878,1070.369,1093.963,1118.339,11.944,13.11,14.805,0.099,0.254,0.484,39.331,47.9,55.242
3462624353687340160,99.808,181.62512892162692,-34.90365403764386,0.872,10.61,10.263,492.188,153.868,0.408,348.231,51.182,28.952,10.887,492.263,137.243,0.139,10.252,22.871,98.655,99.576,99.721,99.87,487.003,492.32,497.746,10.347,11.359,12.484,0.057,0.17,0.33,125.754,134.246,144.821
1253477271805626112,167.328,212.02469697762723,22.284734915303403,1.234,9.594,6.033,1408.389,85.917,0.178,347.455,81.385,87.263,12.077,1102.66,85.486,0.46,3.996,70.24,80.327,167.273,167.654,168.06,1068.962,1138.654,1264.65,12.612,28.982,275.271,0.617,0.993,1.0,79.916,89.152,94.044
798428377309722240,173.206,142.56123662327713,35.3683620413375,0.953,10.846,7.82,1401.967,47.862,0.168,33.331,167.158,126.276,8.923,1409.637,47.186,0.462,348.858,24.801,798.458,173.354,173.92,174.53,1365.374,1422.233,1526.383,8.333,9.635,13.685,0.122,0.397,0.869,39.595,54.744,66.989
4444857157801998080,42.232,255.06864747487262,10.82236232711615,1.047,7.245,3.12,1284.045,169.377,0.133,80.443,161.274,190.939,4.643,1290.135,138.111,0.693,66.686,130.024,274.375,42.182,42.216,42.25,1255.299,1302.588,1355.452,3.876,5.306,12.221,0.428,0.767,0.964,109.348,126.199,140.125
5023064381245629696,147.052,23.983257486807855,-29.851150668316425,0.424,15.203,12.005,1255.693,100.855,0.055,251.575,90.128,196.611,11.652,1282.103,93.364,0.255,313.021,89.194,435.851,146.067,146.522,146.981,1246.991,1276.814,1308.418,10.685,11.732,12.951,0.084,0.229,0.392,89.147,93.145,97.111
6131660930011270400,254.154,186.85864003566186,-47.84852934095656,1.42,9.933,11.856,1149.834,135.005,0.055,343.409,42.752,20.535,11.254,1100.742,135.183,0.199,228.169,18.513,823.701,252.823,253.524,254.22,1064.788,1120.303,1200.124,10.463,12.336,17.003,0.091,0.307,0.759,113.56,125.323,138.417
6400330886923272960,126.078,325.4819277704522,-66.8455113191002,0.606,13.299,6.312,1116.862,37.861,0.229,38.267,355.452,130.552,7.686,1105.416,50.255,0.428,235.522,160.963,145.667,125.973,126.136,126.303,1087.576,1105.877,1124.948,7.052,7.726,8.524,0.323,0.437,0.553,44.676,50.671,55.667
6662755798188307968,57.978,287.41777544893205,-46.390300745632686,0.799,10.095,4.577,1213.383,102.658,0.18,225.0,305.308,151.078,5.174,1216.118,103.776,0.305,38.885,125.647,127.898,57.959,58.008,58.055,1186.338,1217.268,1248.489,4.823,5.628,10.276,0.207,0.428,0.962,100.02,105.304,112.53
3103915110399104384,106.954,98.67283294668229,-4.807840592766937,0.507,13.78,3.839,657.495,154.404,0.203,345.432,130.084,6.774,4.94,657.221,114.433,0.391,355.52,129.633,39.363,107.036,107.234,107.444,639.129,659.046,679.954,5.042,8.048,32.072,0.319,0.941,0.998,96.266,107.548,122.915
6792919764254413824,115.028,307.0587608329212,-32.810624714930235,0.27,16.251,8.948,1304.864,59.392,0.083,57.834,243.688,195.213,10.361,1332.837,60.489,0.479,89.439,74.504,1003.813,114.111,114.708,115.315,1308.64,1399.219,1684.842,8.951,13.683,42.682,0.36,0.785,0.98,57.283,68.135,80.723
1709320292871977856,111.101,255.81939976568577,79.87691126893652,0.739,12.246,4.825,609.51,48.929,0.227,124.96,295.244,8.953,7.395,591.65,58.523,0.293,267.774,97.226,499.427,111.023,111.137,111.25,581.243,591.916,603.736,6.56,7.791,10.466,0.108,0.339,0.713,50.674,61.25,70.308
6234328000050854016,125.795,235.36301316836955,-27.407700855724222,0.849,10.696,10.003,1422.95,3.958,0.003,302.742,249.729,116.019,11.185,1378.822,22.848,0.093,156.055,3.238,1363.927,125.756,125.979,126.218,1337.805,1391.883,1460.921,10.963,11.76,12.651,0.04,0.124,0.254,22.912,31.992,40.443
113957546926825856,59.652,41.2085845365473,24.83867478360332,0.756,10.423,6.103,985.286,36.529,0.158,41.657,288.353,50.291,6.423,969.427,21.353,0.216,208.391,118.311,41.899,59.587,59.635,59.682,957.984,969.708,981.401,6.236,6.625,7.044,0.118,0.213,0.305,21.176,29.838,37.782
2555905080453468800,63.406,11.269118512905527,5.552786485062314,0.787,9.905,7.927,633.732,63.729,0.386,18.381,92.16,31.131,8.05,628.707,62.687,0.378,348.729,94.378,623.218,63.4,63.47,63.54,618.265,628.903,639.314,7.002,8.023,9.38,0.189,0.386,0.61,54.901,62.05,67.89
5147573799529065472,196.425,36.24478738575225,-12.492394044014054,0.763,12.956,8.435,1210.323,73.52,0.174,11.971,130.353,83.191,8.851,1215.948,76.7,0.077,22.129,137.679,128.485,196.441,196.884,197.341,1174.066,1219.12,1267.54,8.164,9.015,9.918,0.043,0.157,0.345,69.983,77.752,84.853
283346830835144448,80.728,89.22444561933852,61.826362169817,0.421,13.933,10.248,505.635,55.617,0.007,53.35,323.246,60.663,10.2,511.968,58.932,0.057,296.258,142.177,153.001,80.661,80.751,80.843,508.281,511.782,515.277,9.809,10.28,10.756,0.022,0.072,0.148,55.768,59.208,62.532
4959133037131111808,210.218,26.45011648384585,-42.4883964547432,0.773,13.022,9.918,1016.434,101.821,0.143,204.651,207.952,47.069,10.333,1034.488,102.292,0.123,114.223,26.683,284.581,209.83,210.241,210.631,1009.664,1036.185,1062.832,9.616,10.463,11.325,0.048,0.154,0.302,96.664,101.973,107.747
6554268291543064704,236.579,343.64088020441676,-35.45752349273036,0.878,12.571,8.79,1417.131,140.456,0.249,29.093,253.874,95.202,11.196,1199.693,128.535,0.155,222.998,76.683,74.764,236.459,237.153,237.875,1159.927,1206.127,1259.116,10.192,11.65,13.321,0.067,0.217,0.492,119.021,126.926,137.266
167241254800650880,32.385,60.96303803131758,29.197141773574653,0.825,7.974,4.683,704.073,68.08,0.015,204.191,280.532,2.763,5.282,688.219,73.279,0.221,9.0,107.658,671.997,32.381,32.412,32.442,673.152,684.732,696.266,4.88,5.512,6.223,0.076,0.245,0.48,67.202,73.68,79.511
4117901535543989760,114.876,263.3443821846733,-21.272560675252375,0.525,13.778,4.541,1053.545,73.342,0.039,156.729,202.604,54.133,4.965,1052.442,59.255,0.271,55.686,36.841,316.365,114.503,114.724,114.942,1007.737,1051.781,1107.839,4.919,6.377,19.921,0.15,0.663,0.979,54.114,66.904,79.722
3303975442957225344,156.044,63.049850390102826,11.081032710378125,0.8,12.017,11.668,837.534,152.26,0.007,134.9,149.776,114.935,12.589,828.489,157.156,0.178,254.336,31.961,659.452,155.575,155.985,156.384,812.275,828.203,843.983,12.507,13.6,14.983,0.075,0.204,0.388,135.825,145.014,154.886
